Unnamed: 0,ID_3,ID,ANHO_PLAN,ANHO-SIES,ANHO_SIES_CARR,ANHO_SIES_JOR,COD_PLA,ANHO,AÑO BÚSQUEDA SIES,Column6,PLAN_NOMBRE,JORNADA USACH,JORNADA SIES,ESTADO JORNADA,LLAVE,SIES_CARR,SIES,LLAVE SIES,PROGRAMA SIES,ID.1,OBSERVACIÓN,COD_PLAN2,COD CARRERA,Nombre carrera,REPLICA COD_SIES,DURACIÓN,Tipo Carrera  ,Nombre Título  ,COD_DEPTO,COD_DEPTO_2,COD_FAC,Columna2,FACULTAD,Columna1
1127.0,IEINF-2010-14,1953-2010,2006-1953,2006-I71S1C24J1V1,2006-I71S1C24,2006-I71S1C24J1,1953.0,2006.0,2010.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532006.0,I71S1C24,I71S1C24J1V1,2010I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2010IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1128.0,IEINF-2010-14,1953-2010,2007-1953,2007-I71S1C24J1V1,2007-I71S1C24,2007-I71S1C24J1,1953.0,2007.0,2010.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532007.0,I71S1C24,I71S1C24J1V1,2010I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2010IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1129.0,IEINF-2010-14,1953-2010,2008-1953,2008-I71S1C24J1V1,2008-I71S1C24,2008-I71S1C24J1,1953.0,2008.0,2010.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532008.0,I71S1C24,I71S1C24J1V1,2010I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2010IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1130.0,IEINF-2010-14,1953-2010,2009-1953,2009-I71S1C24J1V1,2009-I71S1C24,2009-I71S1C24J1,1953.0,2009.0,2010.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532009.0,I71S1C24,I71S1C24J1V1,2010I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2010IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1131.0,IEINF-2010-14,1953-2010,2010-1953,2010-I71S1C24J1V1,2010-I71S1C24,2010-I71S1C24J1,1953.0,2010.0,2010.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532010.0,I71S1C24,I71S1C24J1V1,2010I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2010IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1132.0,IEINF-2011-8,1953-2011,2011-1953,2011-I71S1C24J1V1,2011-I71S1C24,2011-I71S1C24J1,1953.0,2011.0,2011.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532011.0,I71S1C24,I71S1C24J1V1,2011I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2011IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1133.0,IEINF-2012-8,1953-2012,2012-1953,2012-I71S1C24J1V1,2012-I71S1C24,2012-I71S1C24J1,1953.0,2012.0,2012.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532012.0,I71S1C24,I71S1C24J1V1,2012I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2012IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1134.0,IEINF-2014-8,1953-2014,2014-1953,2014-I71S1C24J1V1,2014-I71S1C24,2014-I71S1C24J1,1953.0,2014.0,2014.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532014.0,I71S1C24,I71S1C24J1V1,2014I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2014IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1135.0,IEINF-2015-8,1953-2015,2015-1953,2015-I71S1C24J1V1,2015-I71S1C24,2015-I71S1C24J1,1953.0,2015.0,2015.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532015.0,I71S1C24,I71S1C24J1V1,2015I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2015IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1136.0,IEINF-2016-8,1953-2016,2016-1953,2016-I71S1C24J1V1,2016-I71S1C24,2016-I71S1C24J1,1953.0,2016.0,2016.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532016.0,I71S1C24,I71S1C24J1V1,2016I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2016IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1137.0,IEINF-2017-8,1953-2017,2017-1953,2017-I71S1C24J1V1,2017-I71S1C24,2017-I71S1C24J1,1953.0,2017.0,2017.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532017.0,I71S1C24,I71S1C24J1V1,2017I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2017IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1138.0,IEINF-2018-8,1953-2018,2018-1953,2018-I71S1C24J1V1,2018-I71S1C24,2018-I71S1C24J1,1953.0,2018.0,2018.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532018.0,I71S1C24,I71S1C24J1V1,2018I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2018IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1139.0,IEINF-2019-8,1953-2019,2019-1953,2019-I71S1C24J1V1,2019-I71S1C24,2019-I71S1C24J1,1953.0,2019.0,2019.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532019.0,I71S1C24,I71S1C24J1V1,2019I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2019IEINF,SIN OBSERVACIONES,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1140.0,IEINF-2020-8,1953-2020,2020-1953,2020-I71S1C24J1V1,2020-I71S1C24,2020-I71S1C24J1,1953.0,2020.0,2020.0,,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,1.0,1.0,OK,19532020.0,I71S1C24,I71S1C24J1V1,2020I71S1C24J1V1,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,2020IEINF,0,1953.0,IEINF,INGENIERÍA DE EJECUCIÓN EN COMPUTACIÓN E INFORMÁTICA,I71S1C24J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA,45.0,45.0,40.0,DPTO DE INGENIERÍA INFORMÁTICA,FACULTAD DE INGENIERÍA,40.0
1141.0,IEIND-2010-14,1954-2010,1996-1954,1996-I71S1C31J1V1,1996-I71S1C31,1996-I71S1C31J1,1954.0,1996.0,2010.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19541996.0,I71S1C31,I71S1C31J1V1,2010I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2010IEIND,APARECE EN MU 2021,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1142.0,IEIND-2010-14,1954-2010,2004-1954,2004-I71S1C31J1V1,2004-I71S1C31,2004-I71S1C31J1,1954.0,2004.0,2010.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542004.0,I71S1C31,I71S1C31J1V1,2010I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2010IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1143.0,IEIND-2010-14,1954-2010,2005-1954,2005-I71S1C31J1V1,2005-I71S1C31,2005-I71S1C31J1,1954.0,2005.0,2010.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542005.0,I71S1C31,I71S1C31J1V1,2010I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2010IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1144.0,IEIND-2010-14,1954-2010,2006-1954,2006-I71S1C31J1V1,2006-I71S1C31,2006-I71S1C31J1,1954.0,2006.0,2010.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542006.0,I71S1C31,I71S1C31J1V1,2010I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2010IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1145.0,IEIND-2010-14,1954-2010,2007-1954,2007-I71S1C31J1V1,2007-I71S1C31,2007-I71S1C31J1,1954.0,2007.0,2010.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542007.0,I71S1C31,I71S1C31J1V1,2010I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2010IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1146.0,IEIND-2010-14,1954-2010,2008-1954,2008-I71S1C31J1V1,2008-I71S1C31,2008-I71S1C31J1,1954.0,2008.0,2010.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542008.0,I71S1C31,I71S1C31J1V1,2010I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2010IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1147.0,IEIND-2010-14,1954-2010,2009-1954,2009-I71S1C31J1V1,2009-I71S1C31,2009-I71S1C31J1,1954.0,2009.0,2010.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542009.0,I71S1C31,I71S1C31J1V1,2010I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2010IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1148.0,IEIND-2010-14,1954-2010,2010-1954,2010-I71S1C31J1V1,2010-I71S1C31,2010-I71S1C31J1,1954.0,2010.0,2010.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542010.0,I71S1C31,I71S1C31J1V1,2010I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2010IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1149.0,IEIND-2011-8,1954-2011,2011-1954,2011-I71S1C31J1V1,2011-I71S1C31,2011-I71S1C31J1,1954.0,2011.0,2011.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542011.0,I71S1C31,I71S1C31J1V1,2011I71S1C31J1V1,INGENIERIA DE EJECUCION EN INDUSTRIA,2011IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1150.0,IEIND-2013-8,1954-2013,2013-1954,2013-I71S1C31J1V1,2013-I71S1C31,2013-I71S1C31J1,1954.0,2013.0,2013.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542013.0,I71S1C31,I71S1C31J1V1,2013I71S1C31J1V1,INGENIERIA DE EJECUCION EN INDUSTRIA,2013IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1151.0,IEIND-2014-8,1954-2014,2014-1954,2014-I71S1C31J1V1,2014-I71S1C31,2014-I71S1C31J1,1954.0,2014.0,2014.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542014.0,I71S1C31,I71S1C31J1V1,2014I71S1C31J1V1,INGENIERIA DE EJECUCION EN INDUSTRIA,2014IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1152.0,IEIND-2015-8,1954-2015,2015-1954,2015-I71S1C31J1V1,2015-I71S1C31,2015-I71S1C31J1,1954.0,2015.0,2015.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542015.0,I71S1C31,I71S1C31J1V1,2015I71S1C31J1V1,INGENIERIA DE EJECUCION EN INDUSTRIA,2015IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION EN INDUSTRIA,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1153.0,IEIND-2016-8,1954-2016,2016-1954,2016-I71S1C31J1V1,2016-I71S1C31,2016-I71S1C31J1,1954.0,2016.0,2016.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542016.0,I71S1C31,I71S1C31J1V1,2016I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2016IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION INDUSTRIAL,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1154.0,IEIND-2017-8,1954-2017,2017-1954,2017-I71S1C31J1V1,2017-I71S1C31,2017-I71S1C31J1,1954.0,2017.0,2017.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542017.0,I71S1C31,I71S1C31J1V1,2017I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2017IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION INDUSTRIAL,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1155.0,IEIND-2018-8,1954-2018,2018-1954,2018-I71S1C31J1V1,2018-I71S1C31,2018-I71S1C31J1,1954.0,2018.0,2018.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542018.0,I71S1C31,I71S1C31J1V1,2018I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2018IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION INDUSTRIAL,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1156.0,IEIND-2019-8,1954-2019,2019-1954,2019-I71S1C31J1V1,2019-I71S1C31,2019-I71S1C31J1,1954.0,2019.0,2019.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542019.0,I71S1C31,I71S1C31J1V1,2019I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2019IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION INDUSTRIAL,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1157.0,IEIND-2020-8,1954-2020,2020-1954,2020-I71S1C31J1V1,2020-I71S1C31,2020-I71S1C31J1,1954.0,2020.0,2020.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542020.0,I71S1C31,I71S1C31J1V1,2020I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2020IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION INDUSTRIAL,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1158.0,IEIND-2021-8,1954-2021,2021-1954,2021-I71S1C31J1V1,2021-I71S1C31,2021-I71S1C31J1,1954.0,2021.0,2021.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542021.0,I71S1C31,I71S1C31J1V1,2021I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2021IEIND,0,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION INDUSTRIAL,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1159.0,IEIND-2022-8,1954-2022,2022-1954,2022-I71S1C31J1V1,2022-I71S1C31,2022-I71S1C31J1,1954.0,2022.0,2022.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542022.0,I71S1C31,I71S1C31J1V1,2022I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2022IEIND,0,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION INDUSTRIAL,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1160.0,IEIND-2023-8,1954-2023,2023-1954,2023-I71S1C31J1V1,2023-I71S1C31,2023-I71S1C31J1,1954.0,2023.0,2023.0,,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,1.0,1.0,OK,19542023.0,I71S1C31,I71S1C31J1V1,2023I71S1C31J1V1,INGENIERIA DE EJECUCION INDUSTRIAL,2023IEIND,SIN OBSERVACIONES,1954.0,IEIND,INGENIERÍA DE EJECUCIÓN EN LA ESPECIALIDAD DE INDUSTRIAS,I71S1C31J1V1,8.0,Plan Regular,INGENIERO DE EJECUCION INDUSTRIAL,46.0,46.0,40.0,DPTO DE INGENIERÍA INDUSTRIAL,FACULTAD DE INGENIERÍA,40.0
1161.0,IEMEC-2010-14,1955-2010,1993-1955,1993-I71S1C32J1V1,1993-I71S1C32,1993-I71S1C32J1,1955.0,1993.0,2010.0,,INGENIERÍA DE EJECUCIÓN EN MECÁNICA,1.0,1.0,OK,19551993.0,I71S1C32,I71S1C32J1V1,2010I71S1C32J1V1,INGENIERIA DE EJECUCION MECANICA,2010IEMEC,SIN OBSERVACIONES,1955.0,IEMEC,INGENIERÍA DE EJECUCIÓN EN MECÁNICA,I71S1C32J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN MECANICA,44.0,44.0,40.0,DPTO DE INGENIERÍA MECÁNICA,FACULTAD DE INGENIERÍA,40.0
7634.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,S/I,S/I,,,,,,
7635.0,,,-,,,,,,,,,,,,,,,,,,,,,,,,S/I,S/I,,,,,,
1162.0,IEMEC-2010-14,1955-2010,2004-1955,2004-I71S1C32J1V1,2004-I71S1C32,2004-I71S1C32J1,1955.0,2004.0,2010.0,,INGENIERÍA DE EJECUCIÓN EN MECÁNICA,1.0,1.0,OK,19552004.0,I71S1C32,I71S1C32J1V1,2010I71S1C32J1V1,INGENIERIA DE EJECUCION MECANICA,2010IEMEC,SIN OBSERVACIONES,1955.0,IEMEC,INGENIERÍA DE EJECUCIÓN EN MECÁNICA,I71S1C32J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN MECANICA,44.0,44.0,40.0,DPTO DE INGENIERÍA MECÁNICA,FACULTAD DE INGENIERÍA,40.0
1163.0,IEMEC-2010-14,1955-2010,2005-1955,2005-I71S1C32J1V1,2005-I71S1C32,2005-I71S1C32J1,1955.0,2005.0,2010.0,,INGENIERÍA DE EJECUCIÓN EN MECÁNICA,1.0,1.0,OK,19552005.0,I71S1C32,I71S1C32J1V1,2010I71S1C32J1V1,INGENIERIA DE EJECUCION MECANICA,2010IEMEC,SIN OBSERVACIONES,1955.0,IEMEC,INGENIERÍA DE EJECUCIÓN EN MECÁNICA,I71S1C32J1V1,14.0,Plan Regular,INGENIERO DE EJECUCION EN MECANICA,44.0,44.0,40.0,DPTO DE INGENIERÍA MECÁNICA,FACULTAD DE INGENIERÍA,40.0
